"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1759961824349536357","Tue Feb 20 23:56:26 +0000 2024","0","@H4T14K4LN4L42 @KPU_ID @bawaslu_RI @Bawaslu @prabowo @jokowi Kacau","1760091068794831283","","H4T14K4LN4L42","in","Jakarta Capital Region","0","0","0","https://x.com/YogaAdi06919893/status/1760091068794831283","1400587233443213318","YogaAdi06919893"
"1759959729395363932","Tue Feb 20 23:56:17 +0000 2024","2","@Dennysiregar7 @PDI_Perjuangan @KPU_ID Setau saya PKS sejak dulu konsisten oposisi bang!! Selalu tegas tolak kecurangan","1760091030723170340","","Dennysiregar7","in","Kalianget, Indonesia","0","0","0","https://x.com/berutudaton/status/1760091030723170340","907087912948293632","berutudaton"
"1758261041258287375","Tue Feb 20 23:56:09 +0000 2024","0","@HMJUSUFRIZAL @rembangkepuh @aniesbaswedan @cakimiNOW @KPU_ID Apakah KPU berani jujur? Soalnya taruhan nya nyawa nich klo smp ketahuan/terbongkar curangnya.","1760090999953727869","","HMJUSUFRIZAL","in","","0","0","0","https://x.com/wiwinarni16/status/1760090999953727869","4527418512","wiwinarni16"
"1759959729395363932","Tue Feb 20 23:56:09 +0000 2024","1","@darenboys23 @Dennysiregar7 @EgraPerkasa @PDI_Perjuangan @KPU_ID Ah kamu ini dungu. Kejadian belum ada apa yang mau ditolak?","1760090997105824213","","darenboys23","in","","0","0","0","https://x.com/SotoyLuBray/status/1760090997105824213","67620198","SotoyLuBray"
"1760090994387914772","Tue Feb 20 23:56:08 +0000 2024","0","KPU Catat ​1.223 TPS Salah Input Data Pilpres https://t.co/cVKzfN6uWg https://t.co/QAapa6kRut","1760090994387914772","https://pbs.twimg.com/media/GG0ZbLlawAAn7LJ.jpg","","in","Ternate Indonesia","0","0","0","https://x.com/rriternate/status/1760090994387914772","983675353","rriternate"
"1759767137684742226","Tue Feb 20 23:56:08 +0000 2024","0","@yogaswara_18064 @rolsette @AbdulRachimmks total DPT = 204.807.222 suara terhitung di KPU = 73 09% = 149.693.599 01 = 24.120.866 02 = 58.389.938 03 = 16.923.166 total = 99.433.970 suara tidak sah/golput sementara = 73 09% dari jumlah total DPT dikurangi jumlah total suara paslon 149.693.599 - 99.433.970 = 50.259.629","1760090993125470221","","yogaswara_18064","in","","0","0","0","https://x.com/FbrYayan/status/1760090993125470221","1387071599279415296","FbrYayan"
"1760090989086330953","Tue Feb 20 23:56:07 +0000 2024","0","KPU Kabupaten Buleleng melangsungkan Pemungutan Suara Ulang (PSU) di empat Tempat Pemungutan Suara (TPS) wilayah Kecamatan Banjar Buleleng Selasa (20/2). https://t.co/OO6aiYCVAr","1760090989086330953","","","in","Denpasar, Bali","0","0","0","https://x.com/nusabalicom/status/1760090989086330953","2655442453","nusabalicom"
"1759835988795490792","Tue Feb 20 23:56:06 +0000 2024","11","@ZAEffendy Remeh-temeh begini diangkat. Tidak ada hubungannya dgn KPU. ______________ Kalau CNN salah input hasil RC: KPU CURANG Q: Lha itu studio CNN bukan milik KPU? A: Berarti CNN konspirasi dgn KPU menyembunyikan data. Yg benar itu yg selintas tampil siang kemarin. Yg di web KPU https://t.co/FB77JK07Rw","1760090984464163160","https://pbs.twimg.com/media/GG0Za3VbYAAQ94X.jpg","ZAEffendy","in","","0","0","1","https://x.com/mharisman/status/1760090984464163160","108557222","mharisman"
"1759529822618022001","Tue Feb 20 23:56:02 +0000 2024","0","@kusdiaman82 @ex_AnakLolina @KPU_ID @bawaslu_RI Emang video lama ya. Prabowo sm gibran","1760090968257331693","","kusdiaman82","in","","0","0","0","https://x.com/DewoZabdan8188/status/1760090968257331693","1750488328322101248","DewoZabdan8188"
"1759920774012678589","Tue Feb 20 23:56:00 +0000 2024","1","@eightysixman @LexWu_13 Gw ga percaya sama KPU","1760090958627246090","","","in","Negara, Indonesia","0","0","0","https://x.com/Nirwana_Donets/status/1760090958627246090","750735183372963842","Nirwana_Donets"
