"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1781072725303513290","Sat Apr 20 22:49:13 +0000 2024","1","@Andria75777 @CutSarina5 @NenkMonica @Yurissa_Samosir @abu_waras @as_siglie @ABjodohComeback @ForRezim @Mayapada0812 @MuhiqR @hc_poirot @xix0_3 Adaah indikasi untuk membungkam ketua KPU agar tidak bisa berbicara ???","1781817424561786940","","Andria75777","in","","0","0","0","https://x.com/SarwoEd87277335/status/1781817424561786940","1739937479460069376","SarwoEd87277335"
"1781619133505020350","Sat Apr 20 22:48:58 +0000 2024","0","@herculep638 @Andi00583950 Hukum mati aj ketua kpu ini..","1781817362238611815","","herculep638","in","","0","0","0","https://x.com/ibnurus79522726/status/1781817362238611815","1587016037895053313","ibnurus79522726"
"1781706620181025145","Sat Apr 20 22:48:07 +0000 2024","2","@H4T14K4LN4L42 @KPU_ID @prabowo @jokowi Segoblok goblognya orang yg masih percaya sama Rezim dholim ...","1781817148488483008","","H4T14K4LN4L42","in","","0","1","0","https://x.com/muslihad78107/status/1781817148488483008","1756311739560550401","muslihad78107"
"1781643272303313164","Sat Apr 20 22:46:43 +0000 2024","1","@T0M5helby Ketua KPU dulu dgn wanita emas mau sama mau lah klo dgn petugas PPLN manfaatin situasi pada dasarnya ketua KPU otaknya memang cabul","1781816796225699914","","T0M5helby","in","","0","1","0","https://x.com/gangsterrandom/status/1781816796225699914","830087634709942273","gangsterrandom"
"1781342796705939635","Sat Apr 20 22:46:21 +0000 2024","0","@Ghurem2 @AaSutanto @officialMKRI Goblok banget ni orang kang yg dituntuk di MK itu keputusan KPU blok ya ya wajarlah KPU mempertahankan ketusannya yg tdk wajar itu yg kalah ngeyel tidak tahu malu ","1781816706173976695","","Ghurem2","in","Semarang Timur, Indonesia","0","0","0","https://x.com/adi_sareang/status/1781816706173976695","1186492096959565825","adi_sareang"
"1781706620181025145","Sat Apr 20 22:45:56 +0000 2024","0","@H4T14K4LN4L42 @KPU_ID @prabowo @jokowi Lanjut Mbak.","1781816599495967054","","H4T14K4LN4L42","in","","0","0","0","https://x.com/MohammadKhafid3/status/1781816599495967054","1610174416020987904","MohammadKhafid3"
"1781706620181025145","Sat Apr 20 22:44:55 +0000 2024","12","@H4T14K4LN4L42 @KPU_ID @prabowo @jokowi Bajingan Semua Orang KPU BAWASLU serta Rezim Maling Suara Rakyat.","1781816344788500759","","H4T14K4LN4L42","in","","0","0","1","https://x.com/MohammadKhafid3/status/1781816344788500759","1610174416020987904","MohammadKhafid3"
"1781792921441755602","Sat Apr 20 22:42:34 +0000 2024","0","@satriohendri Adakan PEMILU ulang dan merekomendasikan untuk mengganti semua komisioner KPU dan BAWASLU dari kalangan akademisi LSM dan non partizan.","1781815753995616405","","satriohendri","in","","0","0","0","https://x.com/Ex_TKI/status/1781815753995616405","1722605185107972096","Ex_TKI"
"1781792921441755602","Sat Apr 20 22:39:50 +0000 2024","0","@satriohendri Capres atau cawapres yg melanggar hukum wajib didiskualifikasi penyelenggara pemilu KPU Bawaslu wajib diganti oleh yg independen dan pemilu ulang","1781815065563508887","","satriohendri","in","","0","0","0","https://x.com/AmanahJujur/status/1781815065563508887","1336524622389411840","AmanahJujur"
"1781682724237172771","Sat Apr 20 22:38:34 +0000 2024","0","@yos_adiyos @H4T14K4LN4L42 @prabowo @jokowi @KPU_ID KALAH KALAH AJG PENYEPONG ANIS JILAT TRUSB","1781814743831122252","","yos_adiyos","in","China Grove, NC","0","0","0","https://x.com/misterX669666/status/1781814743831122252","1302159340044836865","misterX669666"
