"1764472786544926741","Tue Mar 05 20:16:04 +0000 2024","0","@itsmenuy7 @regar_op0sisi @msaid_didu @KPU_ID Emang lulus?","1765109043469938904","","itsmenuy7","in","","0","0","0","https://x.com/joko_tingkiirr/status/1765109043469938904","753057854492246019","joko_tingkiirr"
"1765108754557923619","Tue Mar 05 20:14:55 +0000 2024","0","Mau OBOK2 LAGI KAYAKNYA @KPU_ID @bawaslu_RI","1765108754557923619","","","in","","0","0","0","https://x.com/HajralAgus50958/status/1765108754557923619","1743319676565012483","HajralAgus50958"
"1765107750336602156","Tue Mar 05 20:10:56 +0000 2024","3","Perlu diajukan hak angket jg nggak nih? @ganjarpranowo https://t.co/zQHhIouYgX Rapat pleno terbuka penghitungan suara di tingkat KPU Kota Serang diwarnai protes dari saksi Partai Demokrat. Dia menduga ada penggelembungan suara.","1765107750336602156","","","in","Jakarta, Indonesia","0","1","0","https://x.com/StefRudi/status/1765107750336602156","2833745060","StefRudi"
"1765107669919318295","Tue Mar 05 20:10:37 +0000 2024","0","Begal suara rakyat itu bukan hanya @KPU_ID dan @bawaslu_RI tapi lebih PARAH lagi begalnya @DPR_RI sudah SARANG KORUPTOR PENGKHIANAT SUARA RAKYAT LAGI https://t.co/CBWto7PnZb","1765107669919318295","https://pbs.twimg.com/media/GH7sEMgbcAAC_WE.jpg","","in","ngontrak di bumiNYA","0","0","0","https://x.com/mathsoul1/status/1765107669919318295","542565359","mathsoul1"
"1765106315666579864","Tue Mar 05 20:05:14 +0000 2024","5","Diagram Perolehan Suara Pemilu 2024 di Sirekap Mendadak Hilang KPU Beberkan Alasannya https://t.co/I05I092ZRW","1765106315666579864","","","in","Pulo Gadung, Indonesia","1","0","2","https://x.com/tvOneNews/status/1765106315666579864","55507370","tvOneNews"
"1759045179460456799","Tue Mar 05 19:59:18 +0000 2024","0","@G4b0nGOKU Orang2 Go_BLOCK dirty vote atas rangkian berita berikut data betina to_LOL sjk di MK sj da masalah makanya di pecat ketuanya sampai ketua kpu yg trkenaa sanksi 4kali msh saja menjabat.","1765104823157059851","","0xladePick2","in","tierra","0","0","0","https://x.com/Im_RYZN/status/1765104823157059851","1754764652444356608","Im_RYZN"
"1765104399129751778","Tue Mar 05 19:57:37 +0000 2024","2","Siaap Rakyat seret anggota dewan yg dulu mengangkat ketua KPU dengan HAK ANGKET supaya anggota dewan GK tolol tolol amat angkat petugas pemilu","1765104399129751778","","","in","","0","0","1","https://x.com/buzerman18/status/1765104399129751778","986185677158010880","buzerman18"
"1765104313981153358","Tue Mar 05 19:57:17 +0000 2024","0","KPU Kalteng Catat 5 Petugas Pemilu Meninggal Dunia Siapa Lah ? https://t.co/zIdyYcGiku","1765104313981153358","","","in","Kalimantan Tengah","0","0","0","https://x.com/matakalteng/status/1765104313981153358","1004792961798770688","matakalteng"
"1764799604355432642","Tue Mar 05 19:57:15 +0000 2024","3","@gabrobasal @Naz_lira Pantaas ....pembelaa...tanah air. Sekotanya.. KPU..harusnya..dari para mahasiswa..yg berkompeten..dan di luar pemerintahan..biar adil ..seadil adilnya..jangan main main dengan KOMISI PEMILIHAN UMUM..MILIK RAKYAT INDONESIA..BUKAN MILIK..SEGEROMBOLAN PARA ELIT.POLITIK","1765104305705742366","","gabrobasal","in","In The World For Future..","0","0","0","https://x.com/y_ablack43/status/1765104305705742366","1529300418949689344","y_ablack43"
"1765103981788024937","Tue Mar 05 19:55:57 +0000 2024","3","Yang GOBLOK KPU yg ngankat DPR yg minta ANGKET DPR ..teruuuus yg perlu diseret keluar dari gedung dewan PASTINYA DPR kan ","1765103981788024937","","","in","","1","0","1","https://x.com/buzerman18/status/1765103981788024937","986185677158010880","buzerman18"
"1765103095682580654","Tue Mar 05 19:52:26 +0000 2024","0","*TERBONGKAR..!!!* *Persekongkolan Ketua KPU Pusat dan KPU Daerah di Seluruh Provinsi. INI ATAS INSTRUKSI JOKOWI* ","1765103095682580654","","","in","DKI Jakarta, Indonesia","0","0","0","https://x.com/Lukmankusumaja/status/1765103095682580654","1432148762151960580","Lukmankusumaja"
"1765005481477861855","Tue Mar 05 19:49:56 +0000 2024","1","@0PlNN @susipudjiastuti Bu susi pudjiastuti itu hanya berbicara sesuai permintaan wartawan karena wartawannya ngomong ada tawaran dari prabowo-gibran sebagai pemenang sementara real count KPU maka Bu susi menjawab enggak artinya enggak belum tentu nolak dan setuju bergabung hadeh pahami gini gak mampu","1765102466541219869","","0PlNN","in","REPUBLIK INDONESIA ","0","0","0","https://x.com/Black_Hunter_9/status/1765102466541219869","1723303770627715072","Black_Hunter_9"
"1765102354872012940","Tue Mar 05 19:49:30 +0000 2024","0","#temanpemilih Selatpanjang - KPU Kabupaten Kepulauan Meranti melaksanakan Rapat Pleno Terbuka Rekapitulasi Hasil Penghitungan Perolehan Suara Tingkat Kabupaten Kepulauan Meranti pada Pemilu Tahun 2024 pada 28 Februari 2024 s.d 1 Maret 2024 di Gedung Afifa Selatpanjang. https://t.co/oY1gzjrLqq","1765102354872012940","https://pbs.twimg.com/media/GH7nLhTacAAsWDe.jpg","","in","Kepulauan Meranti","0","0","0","https://x.com/MerantiKpu/status/1765102354872012940","1364501934871224321","MerantiKpu"
"1765101954328580517","Tue Mar 05 19:47:54 +0000 2024","1","#DukungHakAngketDPR CNN Indonesia CNBC Indonesia Nusantara TV KOMPAS TV tvOneNews Garuda TV KPU RI Bawaslu RI Joko Widodo Koalisi Indonesia Maju Partai Solidaritas Indonesia ↘️ https://t.co/Aw0kFxFqNl","1765101954328580517","","","in","","0","0","0","https://x.com/Mat16_16/status/1765101954328580517","1200227108565340161","Mat16_16"
"1765099825987739891","Tue Mar 05 19:39:27 +0000 2024","0","https://t.co/yelGcSPsfC KPU tak lagi tidak lagi menampilkan grafik data perolehan suara Pilpres dan Pileg 2024. KPU hanya menampilkan bukti otentik atau data dari TPS.","1765099825987739891","","","in","Depok","0","0","0","https://x.com/DanuVoxpp/status/1765099825987739891","79922117","DanuVoxpp"
"1764451871388024871","Tue Mar 05 19:36:24 +0000 2024","0","@Dyananjani89 @psi_id Lu dapet apa si Anjing? Seneng banget fitnah orang. Jelas jelas Penggelembungan Suara. Buktinya banyak tuh berceceran. Sayangnya KPU Bawaslu juga kudu nurut rezim laknat. Pemimpin pemimpin biadab!","1765099061366178010","","Dyananjani89","in","","0","0","0","https://x.com/tuanpanama/status/1765099061366178010","1660034481875742722","tuanpanama"
"1764877535672946826","Tue Mar 05 19:34:40 +0000 2024","0","@Dennysiregar7 @KPU_ID @bawaslu_RI Gotong royong membela yang .....","1765098625552822477","","Dennysiregar7","in","bandung,west java,Indonesia","0","0","0","https://x.com/VIDIGARIBALDI1/status/1765098625552822477","599688462","VIDIGARIBALDI1"
"1765098352881156229","Tue Mar 05 19:33:35 +0000 2024","1","Pekan depan Majelis Komisioner KIP uji konsekuensi informasi KPU RI https://t.co/70WlG5D3aF","1765098352881156229","","","in","NKRI","0","0","1","https://x.com/antaranews/status/1765098352881156229","18071520","antaranews"
